Idx,Feature,Thrust,Roll,Pitch,Yaw,Sum
155,ctrl_hist_14_pitch,0.0200218994140625,0.05434634399414062,0.005211669540405274,0.02832627258300781,0.10790618553161621
85,derivative_dir_to_target_body_x,0.010542540740966796,0.051563763427734374,0.015542137145996093,0.02899251708984375,0.10664095840454102
39,ang_vel_norm_x,0.08230448608398437,0.013295869445800782,0.00309503231048584,0.006461855316162109,0.10515724315643311
143,ctrl_hist_11_pitch,0.0608273193359375,0.020143357849121094,0.002764520072937012,0.020732194519042967,0.10446739177703858
62,derivative_rot_matrix_x2,0.011956068420410157,0.06094359130859375,0.006973952484130859,0.01705969696044922,0.09693330917358399
73,integral_rot_matrix_y1,0.05753704833984375,0.013938935852050782,0.009813949584960938,0.012383556365966797,0.09367349014282228
82,dir_to_target_body_x,0.05908248291015625,0.02351778564453125,0.005957853317260742,0.003392213439941406,0.09195033531188965
52,rot_matrix_x1,0.011363709259033202,0.04672108154296875,0.015575590515136718,0.01820983428955078,0.09187021560668945
57,rot_matrix_z0,0.01227338409423828,0.04661346435546875,0.00911047134399414,0.02205353240966797,0.09005085220336914
55,rot_matrix_y1,0.063150830078125,0.017768023681640627,0.0015030998229980468,0.004226009750366211,0.0866479633331299
78,vel_rotation_x,0.010313571166992188,0.05330137939453125,0.00665108642578125,0.01630999755859375,0.08657603454589843
148,ctrl_hist_12_yaw,0.05908618774414062,0.014520079040527344,0.002853633499145508,0.00940914077758789,0.08586904106140138
115,ctrl_hist_4_pitch,0.05433739624023438,0.010270642852783203,0.007598787689208984,0.01213887939453125,0.08434570617675781
100,ctrl_hist_0_yaw,0.019519422912597655,0.040125247192382814,0.008123732757568359,0.014665277099609375,0.08243367996215821
159,ctrl_hist_15_pitch,0.0261726318359375,0.040024267578125,0.006573583221435547,0.008464244842529297,0.08123472747802735
80,pos_error_rotation_x,0.022723641967773437,0.03882477111816406,0.0008992621421813965,0.01660952911376953,0.07905720434188843
99,ctrl_hist_0_pitch,0.02397941589355469,0.027638873291015626,0.01166150131225586,0.013250202941894532,0.07652999343872072
7,ang_y,0.06144918212890625,0.005005019760131836,0.0027344669342041017,0.006274252319335937,0.07546292114257813
77,integral_rot_matrix_z2,0.016618836975097657,0.03761068115234375,0.0018065950393676758,0.017247409057617187,0.07328352222442627
63,derivative_rot_matrix_y0,0.04527429504394531,0.016309283447265625,0.007611379241943359,0.0025080062866210937,0.07170296401977538
51,rot_matrix_x0,0.03647239685058594,0.023688604736328125,0.0028728240966796876,0.008614210510253906,0.07164803619384766
53,rot_matrix_x2,0.02913852844238281,0.024973817443847655,0.0027103660583496095,0.012422916412353515,0.0692456283569336
108,ctrl_hist_2_yaw,0.00770106430053711,0.04240171203613281,0.01066551284790039,0.008348543548583984,0.0691168327331543
153,ctrl_hist_14_thrust,0.04478475341796875,0.015148162841796875,0.0032766483306884767,0.004773047256469726,0.06798261184692382
135,ctrl_hist_9_pitch,0.01660352325439453,0.03922266540527344,0.008720332336425782,0.0033659942626953123,0.06791251525878907
14,pos_norm_x,0.0409476806640625,0.02100066680908203,0.0016960710525512695,0.0035312648773193358,0.06717568340301514
112,ctrl_hist_3_yaw,0.02170653076171875,0.023757174682617187,0.01851156463623047,0.002715799903869629,0.06669106998443602
88,integral_dir_to_target_body_x,0.03369896545410156,0.007865744018554688,0.0024934329986572266,0.0219472900390625,0.06600543251037597
103,ctrl_hist_1_pitch,0.021557569885253907,0.023902027893066405,0.010084892272949219,0.008589073181152344,0.06413356323242188
70,integral_rot_matrix_x1,0.0425210205078125,0.004860186004638672,0.001250456428527832,0.01485211181640625,0.06348377475738526
132,ctrl_hist_8_yaw,0.03674494018554687,0.013592803955078125,0.006894049835205078,0.0060311836242675785,0.06326297760009766
140,ctrl_hist_10_yaw,0.02589288330078125,0.03208839721679688,0.002236433029174805,0.002412049865722656,0.06262976341247559
124,ctrl_hist_6_yaw,0.036518142700195315,0.007430249786376953,0.00686741943359375,0.011004267883300781,0.06182007980346681
15,pos_norm_y,0.039590359497070314,0.01568478698730469,0.003111476516723633,0.0029219091415405274,0.06130853214263916
49,angular_momentum_y,0.03315538330078125,0.00770101547241211,0.01111125717163086,0.008797119140625,0.060764775085449224
54,rot_matrix_y0,0.042524285888671874,0.01070276870727539,0.0022988327026367186,0.0050440723419189456,0.060569959640502935
127,ctrl_hist_7_pitch,0.011573345184326171,0.04203926086425781,0.003176811218261719,0.0037724380493164063,0.06056185531616211
68,derivative_rot_matrix_z2,0.018603715515136718,0.020566302490234376,0.008900724029541016,0.009215409851074219,0.057286151885986326
9,pos_err_x,0.03355802001953125,0.012643075561523437,0.007597738647460938,0.0031137447357177735,0.0569125789642334
139,ctrl_hist_10_pitch,0.022768708801269532,0.023360198974609375,0.004638542556762696,0.005972209167480469,0.05673965950012207
44,derivative_ang_vel_z,0.006408953857421875,0.03144005737304687,0.004934160614013672,0.01278946533203125,0.055572637176513666
3,vel_x,0.011025262451171875,0.021675241088867186,0.011625907135009765,0.010473628997802735,0.05480003967285156
107,ctrl_hist_2_pitch,0.03159959411621094,0.01134618911743164,0.0033868122100830077,0.007506629943847656,0.05383922538757324
97,ctrl_hist_0_thrust,0.013322666931152343,0.02379089813232422,0.0030705848693847655,0.013572181701660156,0.05375633163452148
156,ctrl_hist_14_yaw,0.023258322143554687,0.01688601837158203,0.007111178588867188,0.005408568954467774,0.05266408805847168
33,vel_norm_x,0.006406829833984375,0.03998609619140625,0.00400029182434082,0.0021374414443969727,0.05253065929412842
119,ctrl_hist_5_pitch,0.01621897430419922,0.02182601623535156,0.00589154052734375,0.007143955993652344,0.051080487060546874
101,ctrl_hist_1_thrust,0.00771259765625,0.03174126281738281,0.007529718780517578,0.003789226531982422,0.050772805786132816
72,integral_rot_matrix_y0,0.02796217041015625,0.01895560302734375,0.0013014858245849609,0.001432341766357422,0.049651601028442384
40,ang_vel_norm_y,0.011195472717285156,0.030710748291015624,0.0033398792266845704,0.003097252082824707,0.04834335231781006
160,ctrl_hist_15_yaw,0.0098534912109375,0.021364166259765626,0.008113983917236329,0.008691986846923828,0.04802362823486328
123,ctrl_hist_6_pitch,0.03783081970214844,0.004670172500610352,0.001600847625732422,0.0036495170593261717,0.047751356887817384
151,ctrl_hist_13_pitch,0.010409683990478516,0.016277145385742188,0.002963756370544434,0.016083319091796874,0.04573390483856201
8,ang_z,0.01849769287109375,0.010142807006835938,0.0066483131408691405,0.007864370727539063,0.04315318374633789
60,derivative_rot_matrix_x0,0.026915850830078126,0.006406259155273437,0.0060856769561767575,0.002858024215698242,0.04226581115722657
17,derivative_pos_err_x,0.024086540222167968,0.008519552612304688,0.003277016830444336,0.0045697647094726564,0.04045287437438965
61,derivative_rot_matrix_x1,0.018668060302734376,0.012298622131347657,0.0011591044425964356,0.007080823516845703,0.039206610393524174
69,integral_rot_matrix_x0,0.012306037139892577,0.011307184600830078,0.009019752502441407,0.0041242527008056645,0.036757226943969726
43,derivative_ang_vel_y,0.012504914855957032,0.012644342041015624,0.006260501098632813,0.004421566772460937,0.03583132476806641
104,ctrl_hist_1_yaw,0.014348008728027344,0.01270604248046875,0.0013046985626220702,0.007298017883300781,0.03565676765441895
94,world_thrust_x,0.014227745056152343,0.010740953826904296,0.00608104248046875,0.003197555732727051,0.03424729709625244
131,ctrl_hist_8_pitch,0.00948696517944336,0.007583679962158203,0.008809275817871094,0.007777297210693359,0.033657218170166016
147,ctrl_hist_12_pitch,0.007602308654785156,0.01028697509765625,0.009789134216308594,0.005397572708129883,0.033075990676879885
144,ctrl_hist_11_yaw,0.016754383850097657,0.006133448791503906,0.004164722442626953,0.004297036743164062,0.03134959182739258
75,integral_rot_matrix_z0,0.004412799072265625,0.009579023742675781,0.013219821166992187,0.003135697555541992,0.030347341537475585
152,ctrl_hist_13_yaw,0.006027067184448242,0.013608753967285156,0.0073350051879882815,0.002617832565307617,0.029588658905029295
91,rot_err_x,0.004688416290283203,0.011810545349121094,0.0013230978965759277,0.007928881072998047,0.02575094060897827
31,ang_vel_over_dist_y,0.007753806304931641,0.005311612319946289,0.004872788238525391,0.004457867431640625,0.022396074295043943
128,ctrl_hist_7_yaw,0.004319775390625,0.005206132888793945,0.007024173736572266,0.005320022964477539,0.021870104980468753
116,ctrl_hist_4_yaw,0.014222323608398438,0.004228322219848633,0.0008759429931640625,0.002503687286376953,0.021830276107788087
